gene_symbol	ncbi_gene_id	n_disease_associations	mondo_ids	omim_ids	all_disease_ids
INSR	NCBIGene:3643	4		OMIM:246200;OMIM:262190;OMIM:609968;OMIM:610549	OMIM:246200;OMIM:262190;OMIM:609968;OMIM:610549
IFT140	NCBIGene:9742	4		OMIM:266920;OMIM:617781;OMIM:621164;OMIM:621180	OMIM:266920;OMIM:617781;OMIM:621164;OMIM:621180
TWNK	NCBIGene:56652	4		OMIM:271245;OMIM:607459;OMIM:609286;OMIM:616138	OMIM:271245;OMIM:607459;OMIM:609286;OMIM:616138
ABCC9	NCBIGene:10060	4		OMIM:239850;OMIM:608569;OMIM:614050;OMIM:619719	OMIM:239850;OMIM:608569;OMIM:614050;OMIM:619719
STK11	NCBIGene:6794	4		OMIM:155600;OMIM:175200;OMIM:260350;OMIM:273300	OMIM:155600;OMIM:175200;OMIM:260350;OMIM:273300
GLI3	NCBIGene:2737	4		OMIM:146510;OMIM:174200;OMIM:174700;OMIM:175700	OMIM:146510;OMIM:174200;OMIM:174700;OMIM:175700
GP1BA	NCBIGene:2811	4		OMIM:153670;OMIM:177820;OMIM:231200;OMIM:258660	OMIM:153670;OMIM:177820;OMIM:231200;OMIM:258660
TBX1	NCBIGene:6899	4		OMIM:187500;OMIM:188400;OMIM:192430;OMIM:217095	OMIM:187500;OMIM:188400;OMIM:192430;OMIM:217095
CACNA1A	NCBIGene:773	4		OMIM:108500;OMIM:141500;OMIM:183086;OMIM:617106	OMIM:108500;OMIM:141500;OMIM:183086;OMIM:617106
CACNA1C	NCBIGene:775	4		OMIM:601005;OMIM:611875;OMIM:618447;OMIM:620029	OMIM:601005;OMIM:611875;OMIM:618447;OMIM:620029
GUCY2D	NCBIGene:3000	4		OMIM:204000;OMIM:215500;OMIM:601777;OMIM:618555	OMIM:204000;OMIM:215500;OMIM:601777;OMIM:618555
CPT2	NCBIGene:1376	4		OMIM:255110;OMIM:600649;OMIM:608836;OMIM:614212	OMIM:255110;OMIM:600649;OMIM:608836;OMIM:614212
HBA2	NCBIGene:3040	4		OMIM:140700;OMIM:604131;OMIM:613978;OMIM:617981	OMIM:140700;OMIM:604131;OMIM:613978;OMIM:617981
CACNA1S	NCBIGene:779	4		OMIM:170400;OMIM:188580;OMIM:601887;OMIM:620246	OMIM:170400;OMIM:188580;OMIM:601887;OMIM:620246
PAX3	NCBIGene:5077	4		OMIM:122880;OMIM:148820;OMIM:193500;OMIM:268220	OMIM:122880;OMIM:148820;OMIM:193500;OMIM:268220
RPGR	NCBIGene:6103	4		OMIM:300029;OMIM:300455;OMIM:300834;OMIM:304020	OMIM:300029;OMIM:300455;OMIM:300834;OMIM:304020
HK1	NCBIGene:3098	4		OMIM:235700;OMIM:605285;OMIM:617460;OMIM:618547	OMIM:235700;OMIM:605285;OMIM:617460;OMIM:618547
OFD1	NCBIGene:8481	4		OMIM:300209;OMIM:300424;OMIM:300804;OMIM:311200	OMIM:300209;OMIM:300424;OMIM:300804;OMIM:311200
NR5A1	NCBIGene:2516	4		OMIM:612964;OMIM:612965;OMIM:613957;OMIM:617480	OMIM:612964;OMIM:612965;OMIM:613957;OMIM:617480
ATP1A3	NCBIGene:478	4		OMIM:128235;OMIM:601338;OMIM:614820;OMIM:619606	OMIM:128235;OMIM:601338;OMIM:614820;OMIM:619606
CC2D2A	NCBIGene:57545	4		OMIM:612284;OMIM:612285;OMIM:619111;OMIM:619845	OMIM:612284;OMIM:612285;OMIM:619111;OMIM:619845
SCN1A	NCBIGene:6323	4		OMIM:604403;OMIM:607208;OMIM:609634;OMIM:619317	OMIM:604403;OMIM:607208;OMIM:609634;OMIM:619317
SCN1B	NCBIGene:6324	4		OMIM:604233;OMIM:612838;OMIM:615377;OMIM:617350	OMIM:604233;OMIM:612838;OMIM:615377;OMIM:617350
JAG1	NCBIGene:182	4		OMIM:118450;OMIM:187500;OMIM:617992;OMIM:619574	OMIM:118450;OMIM:187500;OMIM:617992;OMIM:619574
LBR	NCBIGene:3930	4		OMIM:169400;OMIM:215140;OMIM:613471;OMIM:618019	OMIM:169400;OMIM:215140;OMIM:613471;OMIM:618019
CFTR	NCBIGene:1080	4		OMIM:167800;OMIM:211400;OMIM:219700;OMIM:277180	OMIM:167800;OMIM:211400;OMIM:219700;OMIM:277180
LMBR1	NCBIGene:64327	4		OMIM:135750;OMIM:186200;OMIM:190605;OMIM:200500	OMIM:135750;OMIM:186200;OMIM:190605;OMIM:200500
CFH	NCBIGene:3075	4		OMIM:126700;OMIM:235400;OMIM:609814;OMIM:610698	OMIM:126700;OMIM:235400;OMIM:609814;OMIM:610698
TUBA4A	NCBIGene:7277	4		OMIM:616208;OMIM:621225;OMIM:621226;OMIM:621231	OMIM:616208;OMIM:621225;OMIM:621226;OMIM:621231
LRP6	NCBIGene:4040	4		OMIM:610947;OMIM:616724;OMIM:621268;OMIM:621449	OMIM:610947;OMIM:616724;OMIM:621268;OMIM:621449
SLC26A2	NCBIGene:1836	4		OMIM:222600;OMIM:226900;OMIM:256050;OMIM:600972	OMIM:222600;OMIM:226900;OMIM:256050;OMIM:600972
LTBP2	NCBIGene:4053	4		OMIM:251750;OMIM:600975;OMIM:613086;OMIM:614819	OMIM:251750;OMIM:600975;OMIM:613086;OMIM:614819
ARL6	NCBIGene:84100	4		OMIM:209900;OMIM:268000;OMIM:600151;OMIM:613575	OMIM:209900;OMIM:268000;OMIM:600151;OMIM:613575
MITF	NCBIGene:4286	4		OMIM:103500;OMIM:193510;OMIM:614456;OMIM:617306	OMIM:103500;OMIM:193510;OMIM:614456;OMIM:617306
MFN2	NCBIGene:9927	4		OMIM:151800;OMIM:601152;OMIM:609260;OMIM:617087	OMIM:151800;OMIM:601152;OMIM:609260;OMIM:617087
MARS1	NCBIGene:4141	4		OMIM:615486;OMIM:616280;OMIM:619692;OMIM:620323	OMIM:615486;OMIM:616280;OMIM:619692;OMIM:620323
VHL	NCBIGene:7428	4		OMIM:144700;OMIM:171300;OMIM:193300;OMIM:263400	OMIM:144700;OMIM:171300;OMIM:193300;OMIM:263400
MBTPS2	NCBIGene:51360	4		OMIM:300918;OMIM:301014;OMIM:308205;OMIM:308800	OMIM:300918;OMIM:301014;OMIM:308205;OMIM:308800
MC1R	NCBIGene:4157	4		OMIM:203200;OMIM:266300;OMIM:613098;OMIM:613099	OMIM:203200;OMIM:266300;OMIM:613098;OMIM:613099
MTHFR	NCBIGene:4524	4		OMIM:181500;OMIM:188050;OMIM:236250;OMIM:601634	OMIM:181500;OMIM:188050;OMIM:236250;OMIM:601634
LAMA3	NCBIGene:3909	4		OMIM:226700;OMIM:245660;OMIM:619783;OMIM:619784	OMIM:226700;OMIM:245660;OMIM:619783;OMIM:619784
CHRND	NCBIGene:1144	4		OMIM:253290;OMIM:616321;OMIM:616322;OMIM:616323	OMIM:253290;OMIM:616321;OMIM:616322;OMIM:616323
SMN1	NCBIGene:6606	4		OMIM:253300;OMIM:253400;OMIM:253550;OMIM:271150	OMIM:253300;OMIM:253400;OMIM:253550;OMIM:271150
SOX10	NCBIGene:6663	4		OMIM:146110;OMIM:609136;OMIM:611584;OMIM:613266	OMIM:146110;OMIM:609136;OMIM:611584;OMIM:613266
KARS1	NCBIGene:3735	4		OMIM:613641;OMIM:613916;OMIM:619147;OMIM:619196	OMIM:613641;OMIM:613916;OMIM:619147;OMIM:619196
SCN8A	NCBIGene:6334	4		OMIM:614306;OMIM:614558;OMIM:617080;OMIM:618364	OMIM:614306;OMIM:614558;OMIM:617080;OMIM:618364
SCN9A	NCBIGene:6335	4		OMIM:133020;OMIM:167400;OMIM:201300;OMIM:243000	OMIM:133020;OMIM:167400;OMIM:201300;OMIM:243000
KCNMA1	NCBIGene:3778	4		OMIM:609446;OMIM:617643;OMIM:618596;OMIM:618729	OMIM:609446;OMIM:617643;OMIM:618596;OMIM:618729
CLCN5	NCBIGene:1184	4		OMIM:300009;OMIM:300554;OMIM:308990;OMIM:310468	OMIM:300009;OMIM:300554;OMIM:308990;OMIM:310468
SDHA	NCBIGene:6389	4		OMIM:252011;OMIM:613642;OMIM:614165;OMIM:619259	OMIM:252011;OMIM:613642;OMIM:614165;OMIM:619259
SMAD4	NCBIGene:4089	4		OMIM:139210;OMIM:174900;OMIM:175050;OMIM:260350	OMIM:139210;OMIM:174900;OMIM:175050;OMIM:260350
SDHB	NCBIGene:6390	4		OMIM:115310;OMIM:606764;OMIM:606864;OMIM:619224	OMIM:115310;OMIM:606764;OMIM:606864;OMIM:619224
CCR5	NCBIGene:1234	4		OMIM:609423;OMIM:609532;OMIM:610379;OMIM:612522	OMIM:609423;OMIM:609532;OMIM:610379;OMIM:612522
ACTA1	NCBIGene:58	4		OMIM:161800;OMIM:616852;OMIM:620265;OMIM:620278	OMIM:161800;OMIM:616852;OMIM:620265;OMIM:620278
KITLG	NCBIGene:4254	4		OMIM:145250;OMIM:611664;OMIM:616697;OMIM:619947	OMIM:145250;OMIM:611664;OMIM:616697;OMIM:619947
KLF1	NCBIGene:10661	4		OMIM:111150;OMIM:613566;OMIM:613673;OMIM:620969	OMIM:111150;OMIM:613566;OMIM:613673;OMIM:620969
MYH3	NCBIGene:4621	4		OMIM:178110;OMIM:193700;OMIM:618436;OMIM:618469	OMIM:178110;OMIM:193700;OMIM:618436;OMIM:618469
GLB1	NCBIGene:2720	4		OMIM:230500;OMIM:230600;OMIM:230650;OMIM:253010	OMIM:230500;OMIM:230600;OMIM:230650;OMIM:253010
SUFU	NCBIGene:51684	4		OMIM:155255;OMIM:607174;OMIM:617757;OMIM:620343	OMIM:155255;OMIM:607174;OMIM:617757;OMIM:620343
MED12	NCBIGene:9968	4		OMIM:300895;OMIM:301068;OMIM:305450;OMIM:309520	OMIM:300895;OMIM:301068;OMIM:305450;OMIM:309520
ABCB6	NCBIGene:10058	4		OMIM:111600;OMIM:609153;OMIM:614497;OMIM:615402	OMIM:111600;OMIM:609153;OMIM:614497;OMIM:615402
CYP2A6	NCBIGene:1548	4		OMIM:122700;OMIM:188890;OMIM:211980;OMIM:621426	OMIM:122700;OMIM:188890;OMIM:211980;OMIM:621426
PRKAR1A	NCBIGene:5573	4		OMIM:101800;OMIM:160980;OMIM:255960;OMIM:610489	OMIM:101800;OMIM:160980;OMIM:255960;OMIM:610489
POMT2	NCBIGene:29954	4		OMIM:236670;OMIM:613150;OMIM:613156;OMIM:613158	OMIM:236670;OMIM:613150;OMIM:613156;OMIM:613158
ALDH18A1	NCBIGene:5832	4		OMIM:219150;OMIM:601162;OMIM:616586;OMIM:616603	OMIM:219150;OMIM:601162;OMIM:616586;OMIM:616603
DCC	NCBIGene:1630	4		OMIM:114500;OMIM:133239;OMIM:157600;OMIM:617542	OMIM:114500;OMIM:133239;OMIM:157600;OMIM:617542
GATA2	NCBIGene:2624	4		OMIM:601626;OMIM:614038;OMIM:614172;OMIM:614286	OMIM:601626;OMIM:614038;OMIM:614172;OMIM:614286
DICER1	NCBIGene:23405	4		OMIM:138800;OMIM:180295;OMIM:601200;OMIM:618272	OMIM:138800;OMIM:180295;OMIM:601200;OMIM:618272
ZFHX3	NCBIGene:463	4		OMIM:176807;OMIM:600223;OMIM:613055;OMIM:621500	OMIM:176807;OMIM:600223;OMIM:613055;OMIM:621500
BSCL2	NCBIGene:26580	4		OMIM:269700;OMIM:270685;OMIM:615924;OMIM:619112	OMIM:269700;OMIM:270685;OMIM:615924;OMIM:619112
BRCA1	NCBIGene:672	4		OMIM:114480;OMIM:604370;OMIM:614320;OMIM:617883	OMIM:114480;OMIM:604370;OMIM:614320;OMIM:617883
TNNI3	NCBIGene:7137	4		OMIM:115210;OMIM:611880;OMIM:613286;OMIM:613690	OMIM:115210;OMIM:611880;OMIM:613286;OMIM:613690
FIG4	NCBIGene:9896	4		OMIM:216340;OMIM:611228;OMIM:612577;OMIM:612691	OMIM:216340;OMIM:611228;OMIM:612577;OMIM:612691
FKRP	NCBIGene:79147	4		OMIM:236670;OMIM:606612;OMIM:607155;OMIM:613153	OMIM:236670;OMIM:606612;OMIM:607155;OMIM:613153
ABCA4	NCBIGene:24	4		OMIM:153800;OMIM:248200;OMIM:601718;OMIM:604116	OMIM:153800;OMIM:248200;OMIM:601718;OMIM:604116
CYLD	NCBIGene:1540	4		OMIM:132700;OMIM:601606;OMIM:605041;OMIM:619132	OMIM:132700;OMIM:601606;OMIM:605041;OMIM:619132
AIFM1	NCBIGene:9131	4		OMIM:300232;OMIM:300614;OMIM:300816;OMIM:310490	OMIM:300232;OMIM:300614;OMIM:300816;OMIM:310490
AARS1	NCBIGene:16	4		OMIM:613287;OMIM:616339;OMIM:619661;OMIM:619691	OMIM:613287;OMIM:616339;OMIM:619661;OMIM:619691
RAD51	NCBIGene:5888	4		OMIM:114480;OMIM:157600;OMIM:614508;OMIM:617244	OMIM:114480;OMIM:157600;OMIM:614508;OMIM:617244
PNPLA6	NCBIGene:10908	4		OMIM:215470;OMIM:245800;OMIM:275400;OMIM:612020	OMIM:215470;OMIM:245800;OMIM:275400;OMIM:612020
BEST1	NCBIGene:7439	4		OMIM:153700;OMIM:193220;OMIM:611809;OMIM:613194	OMIM:153700;OMIM:193220;OMIM:611809;OMIM:613194
RB1	NCBIGene:5925	4		OMIM:109800;OMIM:180200;OMIM:182280;OMIM:259500	OMIM:109800;OMIM:180200;OMIM:182280;OMIM:259500
ESR1	NCBIGene:2099	4		OMIM:114480;OMIM:157300;OMIM:608446;OMIM:615363	OMIM:114480;OMIM:157300;OMIM:608446;OMIM:615363
BAG3	NCBIGene:9531	4		OMIM:612954;OMIM:613881;OMIM:621094;OMIM:621095	OMIM:612954;OMIM:613881;OMIM:621094;OMIM:621095
PTPN11	NCBIGene:5781	4		OMIM:151100;OMIM:156250;OMIM:163950;OMIM:607785	OMIM:151100;OMIM:156250;OMIM:163950;OMIM:607785
GCK	NCBIGene:2645	4		OMIM:125851;OMIM:125853;OMIM:602485;OMIM:606176	OMIM:125851;OMIM:125853;OMIM:602485;OMIM:606176
POMGNT1	NCBIGene:55624	4		OMIM:253280;OMIM:613151;OMIM:613157;OMIM:617123	OMIM:253280;OMIM:613151;OMIM:613157;OMIM:617123
ABCC6	NCBIGene:368	4		OMIM:177850;OMIM:208000;OMIM:264800;OMIM:614473	OMIM:177850;OMIM:208000;OMIM:264800;OMIM:614473
PRPS1	NCBIGene:5631	4		OMIM:300661;OMIM:301835;OMIM:304500;OMIM:311070	OMIM:300661;OMIM:301835;OMIM:304500;OMIM:311070
ATP8B1	NCBIGene:5205	4		OMIM:147480;OMIM:211600;OMIM:243300;OMIM:602347	OMIM:147480;OMIM:211600;OMIM:243300;OMIM:602347
DSPP	NCBIGene:1834	4		OMIM:125420;OMIM:125490;OMIM:125500;OMIM:605594	OMIM:125420;OMIM:125490;OMIM:125500;OMIM:605594
TWIST1	NCBIGene:7291	4		OMIM:101400;OMIM:123100;OMIM:180750;OMIM:617746	OMIM:101400;OMIM:123100;OMIM:180750;OMIM:617746
PROM1	NCBIGene:8842	4		OMIM:603786;OMIM:608051;OMIM:612095;OMIM:612657	OMIM:603786;OMIM:608051;OMIM:612095;OMIM:612657
F2	NCBIGene:2147	4		OMIM:188050;OMIM:601367;OMIM:613679;OMIM:614390	OMIM:188050;OMIM:601367;OMIM:613679;OMIM:614390
GH1	NCBIGene:2688	4		OMIM:173100;OMIM:262400;OMIM:262650;OMIM:612781	OMIM:173100;OMIM:262400;OMIM:262650;OMIM:612781
PTH1R	NCBIGene:5745	4		OMIM:125350;OMIM:156400;OMIM:215045;OMIM:600002	OMIM:125350;OMIM:156400;OMIM:215045;OMIM:600002
EP300	NCBIGene:2033	4		OMIM:114500;OMIM:180849;OMIM:613684;OMIM:618333	OMIM:114500;OMIM:180849;OMIM:613684;OMIM:618333
PIEZO2	NCBIGene:63895	4		OMIM:108145;OMIM:114300;OMIM:248700;OMIM:617146	OMIM:108145;OMIM:114300;OMIM:248700;OMIM:617146
RAG1	NCBIGene:5896	4		OMIM:233650;OMIM:601457;OMIM:603554;OMIM:609889	OMIM:233650;OMIM:601457;OMIM:603554;OMIM:609889
FBLN5	NCBIGene:10516	4		OMIM:219100;OMIM:608895;OMIM:614434;OMIM:619764	OMIM:219100;OMIM:608895;OMIM:614434;OMIM:619764
TREX1	NCBIGene:11277	4		OMIM:152700;OMIM:192315;OMIM:225750;OMIM:610448	OMIM:152700;OMIM:192315;OMIM:225750;OMIM:610448
EDARADD	NCBIGene:128178	4		OMIM:129490;OMIM:224900;OMIM:614940;OMIM:614941	OMIM:129490;OMIM:224900;OMIM:614940;OMIM:614941
GDAP1	NCBIGene:54332	4		OMIM:214400;OMIM:607706;OMIM:607831;OMIM:608340	OMIM:214400;OMIM:607706;OMIM:607831;OMIM:608340
TNF	NCBIGene:7124	4		OMIM:157300;OMIM:600807;OMIM:611162;OMIM:620977	OMIM:157300;OMIM:600807;OMIM:611162;OMIM:620977
NBN	NCBIGene:4683	3		OMIM:251260;OMIM:609135;OMIM:613065	OMIM:251260;OMIM:609135;OMIM:613065
MYO7A	NCBIGene:4647	3		OMIM:276900;OMIM:600060;OMIM:601317	OMIM:276900;OMIM:600060;OMIM:601317
POR	NCBIGene:5447	3		OMIM:201750;OMIM:207410;OMIM:613571	OMIM:201750;OMIM:207410;OMIM:613571
MYRF	NCBIGene:745	3		OMIM:600165;OMIM:618113;OMIM:618280	OMIM:600165;OMIM:618113;OMIM:618280
NDUFB11	NCBIGene:54539	3		OMIM:300952;OMIM:301021;OMIM:309801	OMIM:300952;OMIM:301021;OMIM:309801
POT1	NCBIGene:25913	3		OMIM:615848;OMIM:620367;OMIM:620368	OMIM:615848;OMIM:620367;OMIM:620368
PPARG	NCBIGene:5468	3		OMIM:125853;OMIM:601665;OMIM:604367	OMIM:125853;OMIM:601665;OMIM:604367
POMT1	NCBIGene:10585	3		OMIM:236670;OMIM:609308;OMIM:613155	OMIM:236670;OMIM:609308;OMIM:613155
CCND1	NCBIGene:595	3		OMIM:114500;OMIM:193300;OMIM:254500	OMIM:114500;OMIM:193300;OMIM:254500
CDC73	NCBIGene:79577	3		OMIM:145000;OMIM:145001;OMIM:608266	OMIM:145000;OMIM:145001;OMIM:608266
CD36	NCBIGene:948	3		OMIM:608404;OMIM:610938;OMIM:611162	OMIM:608404;OMIM:610938;OMIM:611162
MYH11	NCBIGene:4629	3		OMIM:132900;OMIM:619350;OMIM:619351	OMIM:132900;OMIM:619350;OMIM:619351
PRRT2	NCBIGene:112476	3		OMIM:128200;OMIM:602066;OMIM:605751	OMIM:128200;OMIM:602066;OMIM:605751
TYR	NCBIGene:7299	3		OMIM:203100;OMIM:601800;OMIM:606952	OMIM:203100;OMIM:601800;OMIM:606952
MKS1	NCBIGene:54903	3		OMIM:249000;OMIM:615990;OMIM:617121	OMIM:249000;OMIM:615990;OMIM:617121
MLH1	NCBIGene:4292	3		OMIM:158320;OMIM:276300;OMIM:609310	OMIM:158320;OMIM:276300;OMIM:609310
MLH3	NCBIGene:27030	3		OMIM:114500;OMIM:608089;OMIM:614385	OMIM:114500;OMIM:608089;OMIM:614385
PRKN	NCBIGene:5071	3		OMIM:167000;OMIM:211980;OMIM:600116	OMIM:167000;OMIM:211980;OMIM:600116
MMADHC	NCBIGene:27249	3		OMIM:277410;OMIM:620952;OMIM:620953	OMIM:277410;OMIM:620952;OMIM:620953
CDKN2A	NCBIGene:1029	3		OMIM:155601;OMIM:155755;OMIM:606719	OMIM:155601;OMIM:155755;OMIM:606719
MPL	NCBIGene:4352	3		OMIM:254450;OMIM:601977;OMIM:604498	OMIM:254450;OMIM:601977;OMIM:604498
VCP	NCBIGene:7415	3		OMIM:167320;OMIM:613954;OMIM:616687	OMIM:167320;OMIM:613954;OMIM:616687
MSH2	NCBIGene:4436	3		OMIM:120435;OMIM:158320;OMIM:619096	OMIM:120435;OMIM:158320;OMIM:619096
MSH6	NCBIGene:2956	3		OMIM:608089;OMIM:614350;OMIM:619097	OMIM:608089;OMIM:614350;OMIM:619097
PRKAG2	NCBIGene:51422	3		OMIM:194200;OMIM:261740;OMIM:600858	OMIM:194200;OMIM:261740;OMIM:600858
MSX1	NCBIGene:4487	3		OMIM:106600;OMIM:189500;OMIM:608874	OMIM:106600;OMIM:189500;OMIM:608874
MSX2	NCBIGene:4488	3		OMIM:168500;OMIM:168550;OMIM:604757	OMIM:168500;OMIM:168550;OMIM:604757
CDH23	NCBIGene:64072	3		OMIM:601067;OMIM:601386;OMIM:617540	OMIM:601067;OMIM:601386;OMIM:617540
CDH2	NCBIGene:1000	3		OMIM:618920;OMIM:618929;OMIM:619957	OMIM:618920;OMIM:618929;OMIM:619957
MT-TT	NCBIGene:4576	3		OMIM:168600;OMIM:551000;OMIM:556500	OMIM:168600;OMIM:551000;OMIM:556500
BCS1L	NCBIGene:617	3		OMIM:124000;OMIM:262000;OMIM:603358	OMIM:124000;OMIM:262000;OMIM:603358
PRF1	NCBIGene:5551	3		OMIM:603553;OMIM:605027;OMIM:609135	OMIM:603553;OMIM:605027;OMIM:609135
MUSK	NCBIGene:4593	3		OMIM:208150;OMIM:608931;OMIM:616325	OMIM:208150;OMIM:608931;OMIM:616325
MVK	NCBIGene:4598	3		OMIM:175900;OMIM:260920;OMIM:610377	OMIM:175900;OMIM:260920;OMIM:610377
MYBPC1	NCBIGene:4604	3		OMIM:614335;OMIM:614915;OMIM:618524	OMIM:614335;OMIM:614915;OMIM:618524
NEFL	NCBIGene:4747	3		OMIM:607684;OMIM:607734;OMIM:617882	OMIM:607684;OMIM:607734;OMIM:617882
PI4KA	NCBIGene:5297	3		OMIM:616531;OMIM:619621;OMIM:619708	OMIM:616531;OMIM:619621;OMIM:619708
NEK1	NCBIGene:4750	3		OMIM:252100;OMIM:263520;OMIM:617892	OMIM:252100;OMIM:263520;OMIM:617892
ACTN2	NCBIGene:88	3		OMIM:612158;OMIM:618654;OMIM:618655	OMIM:612158;OMIM:618654;OMIM:618655
NUP214	NCBIGene:8021	3		OMIM:601626;OMIM:613065;OMIM:618426	OMIM:601626;OMIM:613065;OMIM:618426
USH1C	NCBIGene:10083	3		OMIM:276900;OMIM:276904;OMIM:602092	OMIM:276900;OMIM:276904;OMIM:602092
MEFV	NCBIGene:4210	3		OMIM:134610;OMIM:249100;OMIM:608068	OMIM:134610;OMIM:249100;OMIM:608068
OPTN	NCBIGene:10133	3		OMIM:137760;OMIM:606657;OMIM:613435	OMIM:137760;OMIM:606657;OMIM:613435
OTULIN	NCBIGene:90268	3		OMIM:617099;OMIM:619986;OMIM:621030	OMIM:617099;OMIM:619986;OMIM:621030
PIK3R1	NCBIGene:5295	3		OMIM:269880;OMIM:615214;OMIM:616005	OMIM:269880;OMIM:615214;OMIM:616005
PIK3CD	NCBIGene:5293	3		OMIM:613328;OMIM:615513;OMIM:619281	OMIM:613328;OMIM:615513;OMIM:619281
PALB2	NCBIGene:79728	3		OMIM:610832;OMIM:613348;OMIM:620442	OMIM:610832;OMIM:613348;OMIM:620442
BUB1B	NCBIGene:701	3		OMIM:114500;OMIM:176430;OMIM:257300	OMIM:114500;OMIM:176430;OMIM:257300
PAX4	NCBIGene:5078	3		OMIM:125853;OMIM:612225;OMIM:612227	OMIM:125853;OMIM:612225;OMIM:612227
CACNA1F	NCBIGene:778	3		OMIM:300071;OMIM:300476;OMIM:300600	OMIM:300071;OMIM:300476;OMIM:300600
PCDH15	NCBIGene:65217	3		OMIM:601067;OMIM:602083;OMIM:609533	OMIM:601067;OMIM:602083;OMIM:609533
NEK8	NCBIGene:284086	3		OMIM:613824;OMIM:615415;OMIM:620903	OMIM:613824;OMIM:615415;OMIM:620903
PIGA	NCBIGene:5277	3		OMIM:300818;OMIM:300868;OMIM:301072	OMIM:300818;OMIM:300868;OMIM:301072
PDGFB	NCBIGene:5155	3		OMIM:213600;OMIM:607174;OMIM:615483	OMIM:213600;OMIM:607174;OMIM:615483
UNC13A	NCBIGene:23025	3		OMIM:621455;OMIM:621456;OMIM:621457	OMIM:621455;OMIM:621456;OMIM:621457
PDX1	NCBIGene:3651	3		OMIM:125853;OMIM:260370;OMIM:606392	OMIM:125853;OMIM:260370;OMIM:606392
PIEZO1	NCBIGene:9780	3		OMIM:194380;OMIM:616843;OMIM:620207	OMIM:194380;OMIM:616843;OMIM:620207
PDZD7	NCBIGene:79955	3		OMIM:276901;OMIM:605472;OMIM:618003	OMIM:276901;OMIM:605472;OMIM:618003
PEX1	NCBIGene:5189	3		OMIM:214100;OMIM:234580;OMIM:601539	OMIM:214100;OMIM:234580;OMIM:601539
C3	NCBIGene:718	3		OMIM:611378;OMIM:612925;OMIM:613779	OMIM:611378;OMIM:612925;OMIM:613779
PEX5	NCBIGene:5830	3		OMIM:202370;OMIM:214110;OMIM:616716	OMIM:202370;OMIM:214110;OMIM:616716
PEX6	NCBIGene:5190	3		OMIM:614862;OMIM:614863;OMIM:616617	OMIM:614862;OMIM:614863;OMIM:616617
PEX7	NCBIGene:5191	3		OMIM:215100;OMIM:266500;OMIM:614879	OMIM:215100;OMIM:266500;OMIM:614879
NUP107	NCBIGene:57122	3		OMIM:616730;OMIM:618078;OMIM:618348	OMIM:616730;OMIM:618078;OMIM:618348
PITX2	NCBIGene:5308	3		OMIM:137600;OMIM:180500;OMIM:180550	OMIM:137600;OMIM:180500;OMIM:180550
CARD11	NCBIGene:84433	3		OMIM:615206;OMIM:616452;OMIM:617638	OMIM:615206;OMIM:616452;OMIM:617638
PLA2G6	NCBIGene:8398	3		OMIM:256600;OMIM:610217;OMIM:612953	OMIM:256600;OMIM:610217;OMIM:612953
POLR3B	NCBIGene:55703	3		OMIM:607694;OMIM:614381;OMIM:619742	OMIM:607694;OMIM:614381;OMIM:619742
NEK9	NCBIGene:91754	3		OMIM:614262;OMIM:617022;OMIM:617025	OMIM:614262;OMIM:617022;OMIM:617025
NEXN	NCBIGene:91624	3		OMIM:613122;OMIM:613876;OMIM:621261	OMIM:613122;OMIM:613876;OMIM:621261
ACTA2	NCBIGene:59	3		OMIM:611788;OMIM:613834;OMIM:614042	OMIM:611788;OMIM:613834;OMIM:614042
NKX2-1	NCBIGene:7080	3		OMIM:118700;OMIM:188550;OMIM:610978	OMIM:118700;OMIM:188550;OMIM:610978
POLG2	NCBIGene:11232	3		OMIM:610131;OMIM:618528;OMIM:619425	OMIM:610131;OMIM:618528;OMIM:619425
POLE	NCBIGene:5426	3		OMIM:615083;OMIM:615139;OMIM:618336	OMIM:615083;OMIM:615139;OMIM:618336
BMPR1B	NCBIGene:658	3		OMIM:112600;OMIM:609441;OMIM:616849	OMIM:112600;OMIM:609441;OMIM:616849
ACTC1	NCBIGene:70	3		OMIM:612098;OMIM:612794;OMIM:613424	OMIM:612098;OMIM:612794;OMIM:613424
CAV1	NCBIGene:857	3		OMIM:606721;OMIM:612526;OMIM:615343	OMIM:606721;OMIM:612526;OMIM:615343
NOD2	NCBIGene:64127	3		OMIM:186580;OMIM:266600;OMIM:617321	OMIM:186580;OMIM:266600;OMIM:617321
POLD1	NCBIGene:5424	3		OMIM:612591;OMIM:615381;OMIM:620836	OMIM:612591;OMIM:615381;OMIM:620836
PNPT1	NCBIGene:87178	3		OMIM:608703;OMIM:614932;OMIM:614934	OMIM:608703;OMIM:614932;OMIM:614934
NOP10	NCBIGene:55505	3		OMIM:224230;OMIM:620400;OMIM:620425	OMIM:224230;OMIM:620400;OMIM:620425
NOTCH2NLC	NCBIGene:100996717	3		OMIM:603472;OMIM:618866;OMIM:619473	OMIM:603472;OMIM:618866;OMIM:619473
PNKP	NCBIGene:11284	3		OMIM:605589;OMIM:613402;OMIM:616267	OMIM:605589;OMIM:613402;OMIM:616267
NPHP1	NCBIGene:4867	3		OMIM:256100;OMIM:266900;OMIM:609583	OMIM:256100;OMIM:266900;OMIM:609583
